"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","X_COORD_CD","Y_COORD_CD","Latitude","Longitude"
"38964286","02/03/2008","03:00:00","BROOKLYN","OUTSIDE","81","0","STREET","GROCERY/BODEGA","1005556","188939","-73.92317935","40.68525325"
"39114032","02/13/2008","03:53:00","MANHATTAN","OUTSIDE","7","0","HOUSING","MULTI DWELL - PUBLIC HOUS","987063","198657","-73.98985468","40.71195209"
"39217583","02/16/2008","23:37:00","QUEENS","INSIDE","105","0","DWELLING","PVT HOUSE","1057991","178194","-73.73423508","40.65547923"
"39251493","02/18/2008","12:50:00","QUEENS","INSIDE","106","0","DWELLING","PVT HOUSE","1030239","180400","-73.83423937","40.66172182"
"39378595","02/22/2008","22:00:00","BROOKLYN","INSIDE","72","0","COMMERCIAL","RESTAURANT/DINER","983084","176448","-74.00420348","40.6509938"
"39524705","03/02/2008","00:10:00","QUEENS","OUTSIDE","113","0","COMMERCIAL","GYM/FITNESS FACILITY","1053159","192455","-73.75150396","40.69466124"
"39524706","03/02/2008","01:47:00","BRONX","OUTSIDE","48","0","COMMERCIAL","BAR/NIGHT CLUB","1018176","244819","-73.87739402","40.83858995"
"39560235","03/03/2008","09:07:00","BRONX","OUTSIDE","46","0","STREET",,"1011517","251858","-73.90143078","40.85793299"
"44732329","03/23/2008","18:15:00","BROOKLYN","OUTSIDE","79","0","STREET",,"995463","189456","-73.95957036","40.68669084"
"44772991","03/24/2008","21:05:00","STATEN ISLAND","INSIDE","120","2","HOUSING","MULTI DWELL - PUBLIC HOUS","962020","165682","-74.08007851","40.6214156"
"44797784","03/25/2008","06:59:00","BRONX","INSIDE","40","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1009821","236558","-73.90762017","40.81594401"
"44975422","04/01/2008","21:51:00","MANHATTAN","OUTSIDE","28","0","STREET",,"999537","232842","-73.944782","40.8057684"
"45280068","04/05/2008","20:28:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"960048","172420","-74.08720622","40.63990481"
"45652257","04/12/2008","04:29:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1000962","235371","-73.93962834","40.81270723"
"45710115","04/15/2008","06:03:00","MANHATTAN","INSIDE","26","0","HOUSING","MULTI DWELL - PUBLIC HOUS","997083","236928","-73.95363849","40.81698724"
"45717135","04/15/2008","22:48:00","BRONX","OUTSIDE","40","0","STREET",,"1005894","237849","-73.92180321","40.81949794"
"45768236","04/17/2008","08:52:00","QUEENS","OUTSIDE","105","0","STREET",,"1057085","180563","-73.73747475","40.66198909"
"45789782","04/19/2008","20:51:00","BROOKLYN","OUTSIDE","73","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1009914","183450","-73.90748681","40.67017563"
"45926428","04/24/2008","04:55:00","BRONX","OUTSIDE","43","0","STREET",,"1021684","242907","-73.86472691","40.83332789"
"45969027","04/26/2008","21:38:00","QUEENS","OUTSIDE","106","0","STREET",,"1039256","183497","-73.80171346","40.67017095"
"45990090","04/27/2008","17:46:00","BRONX","OUTSIDE","44","0","STREET",,"1005064","243643","-73.92478397","40.8354028"
"46072788","04/29/2008","03:59:00","BRONX","OUTSIDE","43","0","DWELLING","MULTI DWELL - APT BUILD","1024480","236497","-73.85466151","40.81572199"
"46120181","05/01/2008","10:35:00","BROOKLYN","OUTSIDE","67","0","STREET","COMMERCIAL BLDG","1002230","176647","-73.93520453","40.65152184"
"46175548","05/04/2008","15:57:00","BROOKLYN","OUTSIDE","73","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1009450","182401","-73.90916338","40.66729769"
"46181707","05/04/2008","03:50:00","BROOKLYN","INSIDE","79","0","COMMERCIAL","SOCIAL CLUB/POLICY LOCATI","995472","193786","-73.9595307","40.69857568"
"46275278","05/08/2008","21:38:00","BROOKLYN","OUTSIDE","63","0","STREET",,"1000371","167386","-73.94192618","40.62610595"
"46361466","05/10/2008","04:10:00","MANHATTAN","OUTSIDE","9","0","COMMERCIAL","BAR/NIGHT CLUB","988634","203475","-73.98418479","40.72517571"
"46425491","05/14/2008","12:46:00","BRONX","OUTSIDE","48","0","OTHER","MULTI DWELL - APT BUILD","1016443","250401","-73.88363022","40.85391737"
"46452066","05/15/2008","17:40:00","BRONX","OUTSIDE","42","0","STREET",,"1011758","238809","-73.90061308","40.82211655"
"46497460","05/17/2008","14:45:00","BRONX","OUTSIDE","46","0","STREET","MULTI DWELL - APT BUILD","1005691","249694","-73.92249878","40.85200952"
"46538075","05/17/2008","22:50:00","BROOKLYN","OUTSIDE","81","0","STREET","PVT HOUSE","1003815","191542","-73.92944923","40.69240191"
"46631394","05/22/2008","21:51:00","BROOKLYN","OUTSIDE","77","0","STREET",,"999993","184489","-73.943248","40.67305065"
"46715553","05/24/2008","21:10:00","BRONX","OUTSIDE","42","0","PLAYGROUND",,"1012059","244778","-73.8995008","40.83849879"
"46715557","05/23/2008","15:30:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001436","239215","-73.93790615","40.82325702"
"46715570","05/24/2008","01:45:00","BROOKLYN","OUTSIDE","75","0","STREET",,"1012560","178850","-73.89796772","40.65754159"
"46803218","05/28/2008","16:40:00","BRONX","OUTSIDE","50","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1009975","258835","-73.90697835","40.87708735"
"46931038","06/03/2008","00:45:00","BRONX","OUTSIDE","40","0","STREET",,"1005279","237774","-73.9240254","40.81929357"
"46931042","06/02/2008","12:30:00","BRONX","OUTSIDE","49","0","STREET",,"1020357","246359","-73.86950368","40.84280815"
"46998151","06/04/2008","21:20:00","QUEENS","OUTSIDE","114","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1002692","220879","-73.93341841","40.77292716"
"47024509","06/05/2008","23:30:00","BROOKLYN","OUTSIDE","75","0","STREET",,"1016823","182395","-73.88258609","40.66725717"
"47044336","06/07/2008","03:40:00","MANHATTAN","OUTSIDE","13","0","STREET","BAR/NIGHT CLUB","986313","209006","-73.99255683","40.74035779"
"47229776","06/14/2008","01:45:00","BRONX","OUTSIDE","47","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1026242","262090","-73.84813561","40.8859589"
"47229779","06/14/2008","16:50:00","BROOKLYN","OUTSIDE","67","0","STREET","PVT HOUSE","1007690","175668","-73.91553102","40.64882193"
"47266778","06/15/2008","23:55:00","BROOKLYN","OUTSIDE","60","0","HOUSING","MULTI DWELL - PUBLIC HOUS","988914","155582","-73.98320772","40.59371983"
"47360928","06/18/2008","00:05:00","MANHATTAN","OUTSIDE","30","0","STREET",,"996345","238254","-73.95630234","40.82062778"
"47812336","06/28/2008","05:01:00","MANHATTAN","OUTSIDE","6","0","STREET","RESTAURANT/DINER","986175","205173","-73.99305592","40.72983718"
"47851703","06/27/2008","20:25:00","BROOKLYN","OUTSIDE","77","0","OTHER",,"1003509","185018","-73.93057133","40.67449569"
"48006248","07/04/2008","05:24:00","BRONX","OUTSIDE","47","0","STREET",,"1026022","268669","-73.8488902","40.90401718"
"48006256","07/05/2008","01:49:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1003318","173187","-73.93129335","40.64202261"
"48006259","07/05/2008","22:30:00","BROOKLYN","OUTSIDE","69","0","STREET",,"1008088","171093","-73.91411292","40.63626347"
"48026873","07/04/2008","08:00:00","BROOKLYN","OUTSIDE","70","0","STREET",,"994192","176107","-73.96417293","40.65005232"
"48066954","07/08/2008","00:10:00","BROOKLYN","OUTSIDE","75","0","STREET",,"1017036","183890","-73.88181102","40.67135982"
"48266328","07/12/2008","15:47:00","QUEENS","OUTSIDE","103","0","STREET",,"1040569","192625","-73.79690402","40.69521692"
"48304774","07/13/2008","22:36:00","BRONX","INSIDE","40","0","DWELLING","MULTI DWELL - APT BUILD","1005671","237202","-73.92261096","40.81772265"
"48304781","07/12/2008","01:00:00","QUEENS","OUTSIDE","109","0","STREET","GROCERY/BODEGA","1034097","218061","-73.82005484","40.7650712"
"215871908","07/28/2020","22:45:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998683","229230","-73.94787457","40.79585589"
"48395048","07/16/2008","23:45:00","MANHATTAN","OUTSIDE","7","0","HOUSING","MULTI DWELL - PUBLIC HOUS","987063","198657","-73.98985468","40.71195209"
"48395049","07/17/2008","12:30:00","BRONX","OUTSIDE","46","0","STREET",,"1011724","252316","-73.90068059","40.85918942"
"48521223","07/21/2008","19:10:00","QUEENS","OUTSIDE","102","0","STREET",,"1030953","194101","-73.83157089","40.69932416"
"48521301","07/21/2008","05:06:00","QUEENS","INSIDE","105","0","DWELLING",,"1047181","180919","-73.77316926","40.66304216"
"48541396","07/22/2008","00:40:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999464","226504","-73.94506005","40.78837244"
"49255300","07/27/2008","18:13:00","BROOKLYN","OUTSIDE","90","0","STREET",,"998501","197723","-73.94859866","40.70937746"
"49609147","08/03/2008","00:50:00","BROOKLYN","OUTSIDE","73","0","STREET",,"1009907","186062","-73.9075021","40.677345"
"49863674","08/06/2008","01:06:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1007072","176611","-73.91775491","40.65141187"
"49935069","08/09/2008","03:34:00","BRONX","OUTSIDE","52","0","STREET","MULTI DWELL - APT BUILD","1018130","256934","-73.87749903","40.87184216"
"50177429","08/18/2008","21:00:00","BROOKLYN","OUTSIDE","61","0","STREET",,"1000914","154462","-73.94000193","40.59063121"
"50479066","08/23/2008","01:14:00","BROOKLYN","INSIDE","67","0","DWELLING","MULTI DWELL - APT BUILD","999445","171582","-73.94525261","40.63762472"
"50561774","08/26/2008","17:29:00","BROOKLYN","OUTSIDE","75","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1021152","182356","-73.86698165","40.66713314"
"50561775","08/26/2008","22:30:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001767","241659","-73.93670382","40.82996445"
"50589209","08/26/2008","23:42:00","BROOKLYN","OUTSIDE","90","0","HOUSING","MULTI DWELL - PUBLIC HOUS","993513","197321","-73.96659072","40.70828069"
"50589214","08/27/2008","20:07:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997651","231151","-73.95159795","40.80113013"
"50743486","09/02/2008","14:20:00","QUEENS","OUTSIDE","103","0","STREET",,"1042043","192693","-73.79158793","40.69539406"
"50770494","09/03/2008","06:26:00","BROOKLYN","INSIDE","73","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1009656","181287","-73.90842501","40.66423942"
"50821747","09/05/2008","08:50:00","BROOKLYN","OUTSIDE","73","0","STREET","COMMERCIAL BLDG","1009356","181516","-73.90950551","40.66486883"
"50843851","09/06/2008","02:26:00","BROOKLYN","OUTSIDE","73","0","STREET","MULTI DWELL - APT BUILD","1008116","184729","-73.91396378","40.67369123"
"51292615","09/11/2008","21:39:00","BRONX","OUTSIDE","46","0","STREET",,"1011850","251105","-73.90023008","40.85586519"
"51315181","09/13/2008","04:07:00","QUEENS","OUTSIDE","113","0","STREET",,"1042336","187767","-73.79057378","40.68187144"
"51517667","09/20/2008","00:44:00","BROOKLYN","OUTSIDE","77","0","STREET","MULTI DWELL - APT BUILD","1000083","185748","-73.94292059","40.67650616"
"51559645","09/21/2008","23:10:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997966","234808","-73.95045272","40.81116711"
"51649371","09/24/2008","02:58:00","BRONX","OUTSIDE","48","0","STREET",,"1014085","250720","-73.89215248","40.85480121"
"51764336","09/29/2008","19:55:00","BROOKLYN","OUTSIDE","73","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1008245","183796","-73.91350206","40.67113"
"51787777","09/30/2008","19:00:00","BROOKLYN","OUTSIDE","90","0","STREET",,"1000630","197598","-73.94091974","40.70903068"
"51844235","10/02/2008","06:58:00","BRONX","INSIDE","44","0","DWELLING","MULTI DWELL - APT BUILD","1005163","240446","-73.92443617","40.82662772"
"51870905","10/03/2008","20:28:00","QUEENS","INSIDE","113","0","COMMERCIAL","BEAUTY/NAIL SALON","1049149","195182","-73.76593835","40.7021765"
"51916043","10/05/2008","01:20:00","QUEENS","OUTSIDE","103","0","STREET",,"1042041","193826","-73.79158542","40.69850389"
"51916047","10/05/2008","00:23:00","BRONX","OUTSIDE","42","0","STREET",,"1011982","239520","-73.89980081","40.82406734"
"51916048","10/05/2008","15:51:00","BROOKLYN","OUTSIDE","71","0","STREET",,"1004079","182242","-73.9285246","40.66687493"
"52050050","10/09/2008","19:46:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"960729","163208","-74.08472033","40.61462165"
"52100735","10/10/2008","23:32:00","BROOKLYN","OUTSIDE","75","0","STREET",,"1012138","182352","-73.89947419","40.66715514"
"52122538","10/12/2008","01:22:00","BROOKLYN","INSIDE","83","0","STREET","BAR/NIGHT CLUB","1010377","192621","-73.90578221","40.69534657"
"52144008","10/12/2008","03:02:00","BRONX","OUTSIDE","43","0","STREET",,"1022835","242980","-73.86056715","40.8335233"
"52294531","10/18/2008","00:08:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001768","234797","-73.93671812","40.8111302"
"52294535","10/18/2008","21:25:00","BRONX","OUTSIDE","42","0","STREET","STORE UNCLASSIFIED","1011130","241670","-73.90287062","40.82997111"
"52438325","10/23/2008","18:23:00","MANHATTAN","OUTSIDE","13","0","STREET",,"990437","208520","-73.97767526","40.73902192"
"52512784","10/25/2008","21:12:00","BRONX","OUTSIDE","48","0","STREET",,"1012552","248123","-73.897705","40.84767827"
"53912983","11/07/2008","23:50:00","QUEENS","OUTSIDE","113","0","STREET",,"1046315","187088","-73.77623391","40.67998074"
"54059280","11/15/2008","06:04:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"960576","171242","-74.08529959","40.63667288"
"54101450","11/17/2008","08:58:00","BROOKLYN","OUTSIDE","79","2","HOUSING","MULTI DWELL - PUBLIC HOUS","997364","192889","-73.95270918","40.69611102"
"54301671","11/20/2008","23:57:00","MANHATTAN","INSIDE","28","0","COMMERCIAL","GROCERY/BODEGA","998391","229755","-73.94892806","40.79729734"
"54535000","11/30/2008","00:02:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001832","238069","-73.93647835","40.82011079"
"54760139","12/08/2008","03:50:00","MANHATTAN","OUTSIDE","13","0","STREET",,"987769","208479","-73.98730293","40.73891085"
"54760140","12/08/2008","03:56:00","BROOKLYN","OUTSIDE","73","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1008245","183796","-73.91350206","40.67113"
"54878645","12/14/2008","03:02:00","BROOKLYN","OUTSIDE","77","0","COMMERCIAL","BAR/NIGHT CLUB","1000320","183659","-73.94207114","40.6707719"
"54968482","12/17/2008","17:51:00","BRONX","OUTSIDE","43","0","STREET",,"1017299","241134","-73.88058162","40.82847902"
"55064112","12/20/2008","21:30:00","BRONX","OUTSIDE","43","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1020752","238303","-73.86811991","40.82069514"
"55159178","12/24/2008","23:00:00","BROOKLYN","INSIDE","81","0","COMMERCIAL","BEAUTY/NAIL SALON","1001698","193586","-73.93707793","40.69801664"
"55195354","12/25/2008","22:23:00","BROOKLYN","INSIDE","60","2","HOUSING","MULTI DWELL - PUBLIC HOUS","990282","154635","-73.97828279","40.59111968"
"55256117","12/27/2008","04:06:00","BROOKLYN","INSIDE","73","0","COMMERCIAL","BAR/NIGHT CLUB","1008845","182763","-73.91134289","40.668293"
"55273293","12/29/2008","15:55:00","BROOKLYN","OUTSIDE","61","0","STREET","COMMERCIAL BLDG","995402","153270","-73.95985011","40.58736806"
"55299659","12/30/2008","04:33:00","MANHATTAN","OUTSIDE","26","0","STREET",,"996240","235791","-73.9566861","40.81386768"
"55449314","01/05/2009","21:58:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001684","228478","-73.93703797","40.79378644"
"55532387","01/08/2009","15:00:00","BRONX","OUTSIDE","41","0","STREET",,"1015096","239225","-73.88855074","40.82324733"
"55925856","01/22/2009","12:43:00","BRONX","INSIDE","46","0","DWELLING","MULTI DWELL - APT BUILD","1005638","248318","-73.92269474","40.84823294"
"55953375","01/23/2009","12:20:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1004203","178880","-73.92808757","40.65764671"
"55997852","01/25/2009","16:53:00","BROOKLYN","INSIDE","79","0","DWELLING","MULTI DWELL - APT BUILD","999636","192000","-73.94451783","40.69366726"
"55997853","01/25/2009","19:19:00","BROOKLYN","OUTSIDE","73","0","DWELLING","PVT HOUSE","1007124","180495","-73.91755434","40.66207246"
"56092419","01/26/2009","02:10:00","BROOKLYN","OUTSIDE","62","0","COMMERCIAL","BAR/NIGHT CLUB","986447","158550","-73.99208971","40.60186734"
"56219997","02/01/2009","04:54:00","QUEENS","OUTSIDE","114","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1001955","216397","-73.93609108","40.76062674"
"56422562","02/08/2009","01:23:00","MANHATTAN","OUTSIDE","33","0","STREET","COMMERCIAL BLDG","1001079","246492","-73.93917778","40.84323097"
"56688484","02/09/2009","15:20:00","BROOKLYN","OUTSIDE","75","0","STREET",,"1012809","185750","-73.89704106","40.67647974"
"56980094","02/12/2009","18:54:00","BROOKLYN","OUTSIDE","79","0","STREET",,"999636","192000","-73.94451783","40.69366726"
"58921843","02/19/2009","19:21:00","MANHATTAN","OUTSIDE","6","0","STREET",,"982050","208987","-74.00794044","40.74030561"
"59171356","02/28/2009","03:06:00","BROOKLYN","OUTSIDE","60","0","STREET",,"985092","148865","-73.99697048","40.57528418"
"59415607","03/07/2009","04:12:00","BRONX","OUTSIDE","47","0","STREET",,"1025621","268476","-73.85034202","40.90348935"
"59457130","03/10/2009","18:08:00","BROOKLYN","INSIDE","71","0","DWELLING","MULTI DWELL - APT BUILD","1002927","182322","-73.93267695","40.66709702"
"59568268","03/14/2009","03:10:00","BROOKLYN","OUTSIDE","77","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1002387","185584","-73.93461469","40.6760516"
"59615291","03/15/2009","00:15:00","BRONX","OUTSIDE","43","0","STREET",,"1017818","241189","-73.87870598","40.82862802"
"60076501","03/29/2009","01:18:00","BRONX","OUTSIDE","41","0","STREET",,"1013355","240319","-73.89483646","40.82625595"
"60272796","04/03/2009","23:37:00","QUEENS","OUTSIDE","100","0","STREET","SOCIAL CLUB/POLICY LOCATI","1035643","153761","-73.81496414","40.58857379"
"60954938","04/17/2009","22:30:00","BRONX","OUTSIDE","40","0","STREET",,"1005894","237849","-73.92180321","40.81949794"
"60954939","04/17/2009","22:40:00","BROOKLYN","OUTSIDE","77","0","STREET","MULTI DWELL - APT BUILD","1003415","183757","-73.93091379","40.67103473"
"61000872","04/21/2009","17:26:00","BROOKLYN","INSIDE","73","0","DWELLING","MULTI DWELL - APT BUILD","1008676","178766","-73.91196657","40.65732259"
"61033752","04/22/2009","21:15:00","MANHATTAN","OUTSIDE","23","0","HOUSING","MULTI DWELL - PUBLIC HOUS","999464","226504","-73.94506005","40.78837244"
"61122095","04/25/2009","03:40:00","BROOKLYN","OUTSIDE","60","0","HOUSING","MULTI DWELL - PUBLIC HOUS","985518","147974","-73.99543716","40.57283851"
"61144228","04/26/2009","00:50:00","MANHATTAN","OUTSIDE","23","0","STREET",,"1001491","228127","-73.9377359","40.79282342"
"61144238","04/26/2009","18:37:00","BROOKLYN","INSIDE","79","2","HOUSING","MULTI DWELL - PUBLIC HOUS","995619","190845","-73.95900552","40.69050312"
"61325373","05/01/2009","01:15:00","QUEENS","INSIDE","100","0","DWELLING","MULTI DWELL - APT BUILD","1036137","153796","-73.81318526","40.58866698"
"61373837","05/03/2009","00:43:00","BRONX","OUTSIDE","40","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1004934","235728","-73.92527816","40.81367869"
"61961052","05/20/2009","21:30:00","BROOKLYN","OUTSIDE","73","0","STREET",,"1009780","183424","-73.90796996","40.67010465"
"62037560","05/23/2009","01:09:00","BRONX","OUTSIDE","49","0","STREET",,"1021122","245819","-73.86674179","40.84132284"
"62116326","05/25/2009","21:11:00","BRONX","OUTSIDE","47","0","STREET",,"1022243","259630","-73.86261209","40.87922509"
"62255305","05/29/2009","23:43:00","BRONX","OUTSIDE","48","0","STREET","MULTI DWELL - APT BUILD","1013882","250989","-73.89288511","40.85554022"
"62275551","05/31/2009","03:15:00","BROOKLYN","OUTSIDE","67","0","STREET","PVT HOUSE","1004184","175829","-73.92816507","40.64927242"
"62328226","06/01/2009","14:22:00","BROOKLYN","OUTSIDE","73","0","STREET",,"1007588","179461","-73.91588547","40.65923315"
"62328878","06/01/2009","17:15:00","BROOKLYN","OUTSIDE","77","0","STREET",,"998183","186167","-73.94976957","40.67765942"
"62525254","06/07/2009","04:15:00","BRONX","OUTSIDE","47","0","STREET",,"1026433","266827","-73.84741501","40.89895953"
"62540965","06/07/2009","21:50:00","QUEENS","OUTSIDE","106","0","STREET",,"1032945","188099","-73.8244303","40.68283934"
"62773197","06/15/2009","01:00:00","MANHATTAN","OUTSIDE","32","0","STREET","MULTI DWELL - APT BUILD","998061","235653","-73.9501078","40.81348625"
"62947235","06/19/2009","23:33:00","BROOKLYN","OUTSIDE","79","0","STREET","MULTI DWELL - APT BUILD","999669","189138","-73.94440538","40.68581167"
"62991094","06/22/2009","02:38:00","BRONX","OUTSIDE","40","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1006693","238644","-73.91891383","40.82167799"
"63047560","06/23/2009","19:00:00","QUEENS","OUTSIDE","102","0","STREET",,"1036650","191968","-73.81104178","40.69343768"
"63587491","07/10/2009","11:21:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"946302","171047","-74.13672809","40.63608799"
"63613724","07/11/2009","15:50:00","BROOKLYN","INSIDE","75","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1016971","178443","-73.88207178","40.65640926"
"63656427","07/12/2009","19:47:00","QUEENS","OUTSIDE","113","0","PLAYGROUND","DRUG STORE","1038990","187022","-73.80264371","40.67984791"
"63736737","07/14/2009","22:30:00","BROOKLYN","INSIDE","70","0","COMMERCIAL","COMMERCIAL BLDG","996850","173739","-73.95459858","40.64354929"
"63807975","07/16/2009","20:39:00","BRONX","INSIDE","52","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1010218","256276","-73.90610956","40.87006297"
"63839080","07/18/2009","01:30:00","BROOKLYN","INSIDE","60","0","STREET","MULTI DWELL - APT BUILD","985768","149393","-73.99453695","40.57673334"
"63862509","07/19/2009","21:52:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999841","235404","-73.94367795","40.81279985"
"63926769","07/20/2009","23:47:00","BROOKLYN","OUTSIDE","67","0","STREET",,"1002016","172651","-73.93598628","40.64055411"
"64086394","07/26/2009","00:44:00","BROOKLYN","OUTSIDE","83","0","STREET",,"1008715","191264","-73.91178065","40.69162667"
"64110890","07/26/2009","10:00:00","QUEENS","OUTSIDE","104","0","STREET","MULTI DWELL - APT BUILD","1009150","196146","-73.91019399","40.70502541"
"64132509","07/25/2009","02:24:00","QUEENS","OUTSIDE","104","0","STREET",,"1009103","194183","-73.91037075","40.69963757"
"64272533","07/31/2009","14:00:00","STATEN ISLAND","OUTSIDE","120","2","HOUSING","MULTI DWELL - PUBLIC HOUS","939354","169181","-74.16174927","40.63093373"
"64300500","08/01/2009","21:45:00","BROOKLYN","OUTSIDE","76","0","STREET","HOSPITAL","984824","190977","-73.99793162","40.69087272"
"64342938","07/31/2009","00:06:00","BROOKLYN","OUTSIDE","83","0","STREET",,"1007937","189348","-73.91459285","40.68636981"
"64479272","08/07/2009","02:29:00","BROOKLYN","OUTSIDE","75","0","COMMERCIAL","GROCERY/BODEGA","1014192","182173","-73.89207099","40.66665712"
"64510530","08/08/2009","17:45:00","BRONX","OUTSIDE","47","0","STREET",,"1024989","265395","-73.85264702","40.89503594"
"64612018","08/10/2009","23:37:00","BROOKLYN","OUTSIDE","67","0","STREET","MULTI DWELL - APT BUILD","998773","173235","-73.94767033","40.64216298"
"64689066","08/13/2009","01:00:00","BROOKLYN","OUTSIDE","60","0","STREET",,"993584","152635","-73.96639646","40.58562721"
"64689374","08/12/2009","05:35:00","BROOKLYN","OUTSIDE","73","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1010173","181389","-73.90656108","40.66451789"
"64751903","08/15/2009","01:22:00","QUEENS","OUTSIDE","103","0","STREET","BAR/NIGHT CLUB","1051996","199327","-73.75562878","40.71353217"
"64774464","08/16/2009","14:38:00","QUEENS","OUTSIDE","101","0","STREET","PVT HOUSE","1053961","157553","-73.74897251","40.59885689"
"64893279","08/19/2009","21:50:00","BROOKLYN","OUTSIDE","70","0","STREET","MULTI DWELL - APT BUILD","995957","177430","-73.95781001","40.65368151"
"35215526","10/19/2007","05:03:00","BRONX","OUTSIDE","42","0","VEHICLE",,"1011823","240885","-73.9003697","40.82781437"
"35285680","10/25/2007","17:34:00","BROOKLYN","OUTSIDE","67","0","STREET","PVT HOUSE","1004796","180307","-73.92594595","40.66156215"
"35285681","10/25/2007","22:15:00","BROOKLYN","OUTSIDE","75","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1014550","184359","-73.8907707","40.67265598"
"35339137","10/28/2007","03:41:00","BROOKLYN","OUTSIDE","90","0","HOUSING","MULTI DWELL - PUBLIC HOUS","999631","198004","-73.94452215","40.71014684"
"35339140","10/28/2007","05:03:00","BRONX","INSIDE","45","0","COMMERCIAL","BAR/NIGHT CLUB","1031578","249766","-73.82892483","40.85210633"
"35339141","10/28/2007","18:26:00","BROOKLYN","OUTSIDE","73","0","STREET",,"1010199","179937","-73.90647295","40.6605324"
"35386256","10/30/2007","18:09:00","MANHATTAN","OUTSIDE","25","0","PLAYGROUND",,"1000558","231080","-73.94109824","40.80093037"
"35406559","10/31/2007","21:19:00","QUEENS","OUTSIDE","105","0","STREET","MULTI DWELL - APT BUILD","1057401","192196","-73.7362095","40.6939163"
"35502300","11/04/2007","22:42:00","BROOKLYN","OUTSIDE","79","2","HOUSING","MULTI DWELL - PUBLIC HOUS","995619","190845","-73.95900552","40.69050312"
"35513424","11/05/2007","10:58:00","BRONX","INSIDE","42","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1010699","239142","-73.904438","40.82303378"
"35836271","11/19/2007","03:00:00","BROOKLYN","OUTSIDE","71","0","STREET",,"995255","178879","-73.96033762","40.6576596"
"35890086","11/22/2007","15:30:00","BROOKLYN","OUTSIDE","73","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1009450","182401","-73.90916338","40.66729769"
"35920698","11/25/2007","23:00:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001305","230071","-73.9384027","40.79815953"
"36243080","12/10/2007","13:15:00","QUEENS","OUTSIDE","106","0","STREET",,"1028607","187930","-73.84007216","40.68239828"
"36379179","12/17/2007","02:04:00","QUEENS","INSIDE","110","0","COMMERCIAL","BAR/NIGHT CLUB","1020029","212187","-73.87087119","40.74901671"
"36391115","12/17/2007","20:58:00","QUEENS","OUTSIDE","115","0","STREET",,"1024252","215581","-73.85560976","40.75831427"
"37172586","12/20/2007","23:27:00","BRONX","OUTSIDE","48","0","STREET",,"1015661","248674","-73.88646508","40.84918009"
"37172593","12/21/2007","17:00:00","BROOKLYN","INSIDE","75","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1014380","184565","-73.89138262","40.67322198"
"37231974","12/21/2007","02:21:00","BRONX","OUTSIDE","41","0","STREET",,"1014604","238800","-73.89033033","40.82208253"
